Name,Subtitles,season_episode,ners
euron greyjoy,But we're family. The last Greyjoys left in the world. The last ones with balls anyway.,71,"[set(), {'greyjoys'}, set()]"
euron greyjoy,If I kill you who can I talk to? Hmm?,71,"[set(), set()]"
euron greyjoy,I've got a crew full of mutes. It gets lonely at sea.,71,"[set(), set()]"
yara greyjoy,Are we in King's Landing?,71,[set()]
euron greyjoy,Mm.,71,[set()]
yara greyjoy,You picked the losing side.,71,[set()]
euron greyjoy,Then I'll sail the Iron Fleet somewhere else.,71,[set()]
euron greyjoy,But first I'm gonna fuck the queen.,71,[set()]
cersei lannister,"Twenty-thousand men, is it?",71,[set()]
harry,"Yes, Your Grace. A few died in transit.",71,"[set(), set()]"
euron greyjoy,They cheated at dice. Or maybe I cheated. Someone cheated. They weren't good fighters. You won't miss them.,71,"[set(), set(), set(), set(), set()]"
cersei lannister,Horses?,71,[set()]
harry,Two thousand.,71,[set()]
cersei lannister,And elephants?,71,[set()]
harry,"Uh, no elephants, Your Grace.",71,[set()]
cersei lannister,That's disappointing. I was told the Golden Company had elephants.,71,"[set(), set()]"
harry,"They are excellent beasts, Your Grace, but not well-suited to long sea voyages.",71,[set()]
cersei lannister,"In any event, you are most welcome here in King's Landing, Captain Strickland.",71,[{'strickland'}]
harry,"We look forward to fighting on your behalf, Your Grace.",71,[set()]
euron greyjoy,Am I most welcome here?,71,[set()]
cersei lannister,You are a true friend of the crown and an honored guest.,71,[set()]
euron greyjoy,Good. As a true friend and an honored guest,71,"[set(), set()]"
euron greyjoy,I was hoping we could talk in private.,71,[set()]
cersei lannister,After the war. That was our agreement.,71,"[set(), set()]"
euron greyjoy,Wars sometimes last years.,71,[set()]
cersei lannister,"You want a whore, buy one. You want a queen, earn her.",71,"[set(), set()]"
euron greyjoy,How?,71,[set()]
euron greyjoy,"I've given her justice, an army, and the Iron Fleet, yet she gives me no sign of affection. My heart is nearly broken.",71,"[set(), set()]"
cersei lannister,You're insolent. I've executed men for less.,71,"[set(), set()]"
euron greyjoy,They were lesser men.,71,[set()]
dirah,I hear the dragon burnt up a thousand Lannister men.,71,[{'lannister'}]
crayah,Burnt up some of my favorite boys.,71,[set()]
dirah,"Archie, was it?",71,[{'archie'}]
crayah,And William.,71,[{'william'}]
dirah,Tall handsome William?,71,[{'william'}]
crayah,"Yeah, tall handsome William.",71,[{'william'}]
dirah,They said what's left of him could fit in a wine glass.,71,[set()]
bronn,I am the only man you ever met who shot a dragon.,71,[set()]
crayah,Did you?,71,[set()]
bronn,Nearly killed it.,71,[set()]
marei,That's brave.,71,[set()]
crayah,That boy Eddie.,71,[{'eddie'}]
dirah,The ginger?,71,[set()]
crayah,That's him. Came back with his face burnt right off. He's got no eyelids now.,71,"[set(), set(), set()]"
dirah,How does he sleep with no eyelids?,71,[set()]
bronn,"All right, can we stop talking about the fucking dragons now?",71,[set()]
qyburn,Ser Bronn of the Blackwater.,71,[{'ser'}]
bronn,You're kidding me.,71,[set()]
qyburn,"Apologies for the interruption, but the queen did urge me to hurry.",71,[set()]
bronn,"Sorry, ladies. Another time perhaps.",71,"[set(), set()]"
crayah,You ever get lonely; I am partial to older gentlemen.,71,[set()]
qyburn,Poor girl. The pox will take her within the year.,71,"[set(), set()]"
bronn,Which girl?,71,[set()]
qyburn,The queen's brothers made promises to you and broke them. Her Grace wants to rectify their mistake.,71,"[set(), {'her'}]"
bronn,"She once gave me a castle and a wife, then rectified me right out of them.",71,[set()]
qyburn,"That was Ser Jaime's doing, not hers. When Queen Cersei wants something, she pays in advance and in gold. Several chests of it, in fact. Waiting for you in a wagon just outside.",71,"[{'ser'}, {'cersei'}, set(), set()]"
bronn,"So, she wants to murder someone, but she can't send her soldiers. If it's the Dragon Queen she's after-",71,"[set(), {'the'}]"
qyburn,She has other plans for the Targaryen girl.,71,[{'targaryen'}]
bronn,"Yeah, well, good luck with that.",71,[set()]
qyburn,Our queen's brothers are unlikely to survive their Northern adventures. But in the event that they do-,71,"[set(), set()]"
qyburn,She has a keen sense of poetic justice.,71,[set()]
bronn,That fucking family.,71,[set()]
qyburn,"When the Citadel expelled me, I thought I would die poor and alone, but in exchange for my service, Queen Cersei made me her Hand. What would she do for the man who rids her of her treasonous brothers?",71,"[{'cersei'}, set()]"
cersei lannister,I wanted those elephants.,71,[set()]
euron greyjoy,"So, how do I compare to the fat king?",71,[set()]
cersei lannister,You're insulting my late husband?,71,[set()]
euron greyjoy,Are you offended?,71,[set()]
cersei lannister,"Robert had a different whore every night, but he still didn't know his way around a woman's body.",71,[{'robert'}]
euron greyjoy,And the Kingslayer?,71,[{'kingslayer'}]
cersei lannister,"You enjoy risking your neck, don't you?",71,[set()]
euron greyjoy,Life is boring.,71,[set()]
cersei lannister,"You're not boring, I'll give you that.",71,[set()]
euron greyjoy,Do I please the queen?,71,[set()]
cersei lannister,You might be the most arrogant man I've ever met. I like that.,71,"[set(), set()]"
cersei lannister,But now I want to be alone.,71,[set()]
euron greyjoy,I'm going to put a prince in your belly.,71,[set()]
yara greyjoy,"Euron can't defend the Iron Islands, not if he's in King's Landing with all his men and his ships.",71,[{'euron'}]
yara greyjoy,We can take our home back.,71,[set()]
theon greyjoy,Daenerys went north.,71,[{'daenerys'}]
yara greyjoy,Daenerys will need somewhere to retreat if they can't hold the North. Somewhere the dead can't go.,71,"[set(), set()]"
theon greyjoy,You're my queen. I go where you command.,71,"[set(), set()]"
yara greyjoy,You want to go to Winterfell. To fight for the Starks. Go. What is dead may never die.,71,"[set(), set(), set(), set()]"
theon greyjoy,What is dead may never die.,71,[set()]
yara greyjoy,But kill the bastards anyway.,71,[set()]
wolkan,"Welcome back, my lady. If you'd follow me",71,"[set(), set()]"
varys,The Karstarks.,71,[{'the'}]
tyrion lannister,"One of the better sigils. Beats an onion, anyway.",71,"[set(), set()]"
davos,Can't argue with that.,71,[set()]
davos,"Not so long ago, the Starks and the Karstarks were slaughtering each other on the battlefield. Jon Snow brought peace to the houses.",71,"[{'karstarks', 'starks'}, {'jon'}]"
tyrion lannister,And our queen is grateful.,71,[set()]
davos,"Her gratitude is lovely, but that's not my point. The Northmen are loyal to Jon Snow, not to her. They don't know her. The Free Folk don't know her. I've been up here a while, and I'm telling you, they're stubborn as goats. You want their loyalty, you have to earn it.",71,"[set(), {'jon'}, set(), {'the'}, set(), set()]"
tyrion lannister,I sense that you're leading to a proposal.,71,[set()]
davos,"A proposal is what I'm proposing. On the off chance that we survive the Night King, what if the Seven Kingdoms, for once in their whole shit history, were ruled by a just woman and an honorable man?",71,"[set(), {'the'}]"
tyrion lannister,They do make a handsome couple.,71,[set()]
varys,You overestimate our influence. Jon and Daenerys don't want to listen to lonely old men.,71,"[set(), {'daenerys', 'jon'}]"
tyrion lannister,I'm not that old.,71,[set()]
tyrion lannister,Not as old as him.,71,[set()]
tyrion lannister,Our queen respects the wisdom of age.,71,[set()]
varys,"Of course she does. Respect is how the young keep us at a distance, so we don't remind them of an unpleasant truth.",71,"[set(), set()]"
tyrion lannister,What is that?,71,[set()]
varys,Nothing lasts.,71,[set()]
daenerys targaryen,Your sister doesn't like me.,71,[set()]
jon snow,"She doesn't know you. If it makes you feel any better, she didn't like me either when we were growing up.",71,"[set(), set()]"
daenerys targaryen,She doesn't need to be my friend but I am her queen. If she can't respect me-,71,"[set(), set()]"
daenerys targaryen,How many today?,71,[set()]
dothraki man,Only eighteen goats and eleven sheep.,71,[set()]
jon snow,What's the matter?,71,[set()]
daenerys targaryen,The dragons are barely eating.,71,[set()]
jon snow,What's wrong with them?,71,[set()]
daenerys targaryen,They don't like the North.,71,[set()]
daenerys targaryen,Go on.,71,[set()]
jon snow,I don't know how to ride a dragon.,71,[set()]
daenerys targaryen,Nobody does. Until they ride a dragon.,71,"[set(), set()]"
jon snow,What if he doesn't want me to?,71,[set()]
daenerys targaryen,"Then I've enjoyed your company, Jon Snow.",71,[{'jon'}]
jon snow,What do I hold onto?,71,[set()]
daenerys targaryen,Whatever you can.,71,[set()]
jon snow,You've completely ruined horses for me.,71,[set()]
daenerys targaryen,We could stay a thousand years-,71,[set()]
daenerys targaryen,No one would find us.,71,[set()]
jon snow,We'd be pretty old.,71,[set()]
jon snow,It's cold up here for a southern girl.,71,[set()]
daenerys targaryen,So keep your queen warm.,71,[set()]
daenerys targaryen,Don't be afraid.,71,[set()]
man,Gendry?,71,[set()]
man,He's here.,71,[set()]
gendry baratheon,It isn't easy making a blade that big with dragonglass.,71,[set()]
sandor,"You're saying you're good, is that it?",71,[set()]
gendry baratheon,I'm just saying it's a tricky material to-,71,[set()]
sandor,You know who makes weapons for the wildlings? Cripples and cocksuckers. Which one are you?,71,"[set(), set(), set()]"
arya stark,Leave him be.,71,[set()]
sandor,I heard you were here. You left me to die.,71,"[set(), set()]"
arya stark,First I robbed you.,71,[set()]
sandor,"You're a cold little bitch, aren't you? Guess that's why you're still alive.",71,"[set(), set()]"
arya stark,That was a nice ax you made for him. You've gotten better.,71,"[set(), set()]"
gendry baratheon,"Yeah, thanks. So have you.",71,"[set(), set()]"
gendry baratheon,"I mean, you look good.",71,[set()]
arya stark,Thanks. So do you.,71,"[set(), set()]"
gendry baratheon,"It's not a bad place to grow up, if it wasn't so cold.",71,[set()]
arya stark,"Stay close to that forge, then.",71,[set()]
gendry baratheon,"Is that a command, Lady Stark?",71,[{'stark'}]
arya stark,Don't call me that.,71,[set()]
gendry baratheon,"As you wish, milady.",71,[{'milady'}]
arya stark,Here's my wish.,71,[set()]
arya stark,Can you make it?,71,[set()]
gendry baratheon,What do you need something like this for?,71,[set()]
arya stark,Can you make it or not?,71,[set()]
gendry baratheon,You already have a sword. What's that?,71,"[set(), set()]"
gendry baratheon,It's Valyrian steel. I always knew you were just another rich girl.,71,"[set(), set()]"
arya stark,You don't know any other rich girls.,71,[set()]
sansa stark,Come in.,71,[set()]
sansa stark,"Lord Glover wishes us good fortune, but he's staying in Deepwood Motte with his men.",71,[{'glover'}]
jon snow,"House Glover will stand behind House Stark as we have for a thousand years."" Isn't that what he said?",71,"[{'stark', 'glover'}, set()]"
sansa stark,"I will stand behind Jon Snow,"" he said.",71,[{'jon'}]
sansa stark,The King in the North.,71,[{'the'}]
jon snow,I told you we needed allies.,71,[set()]
sansa stark,You didn't tell me you were going to abandon your crown.,71,[set()]
jon snow,"I never wanted a crown. All I wanted was to protect the North. I brought two armies home with me, two dragons.",71,"[set(), set(), set()]"
sansa stark,And a Targaryen queen.,71,[{'targaryen'}]
jon snow,"Do you think we can beat the Army of the Dead without her? I fought them, Sansa. Twice. You want to worry about who holds what title, I'm telling you it doesn't matter. Without her, we don't stand a chance.",71,"[set(), {'sansa'}, set(), set(), set()]"
jon snow,Do you have any faith in me at all?,71,[set()]
